"valor_pago_total"
2993204.55
3735643.76
3477701
3455760.08
3540655.63
2134534.79
3761974.93
3217745.33
3396766.68
3907624.35
4386484.08
4406588.76
6008732.81
6850589.91
6556892.12
4577136.11
6194280.49
10810208.21
10543682.42
10315705.65
4333824.76
6459287.87
7279049.89
6871565.96
5974866.76
5398326.76
5929414.22
5871543.14
5724283.07
6730058.76
4470786.17
6151238.11
4689099.59
5657331.18
6289143.91
5298207.12
5552023.74
5372534.53
7601211.99
6763405.51
6681458.22
6984538.79
6477341.61
6405128.91
7006896.79
4816917.9
6012615.94
6789635.38
6606996.56
5749403.15
4742114.5
3920873.11
5669534.62
6730347.14
5924783.64
6874755.44
6100818.93
6172328.31
5160592.67
4890814.87
2675603.68
5029953.93
6144940.55
5393162.34
5597605.7
6047515.81
4615569.85
5276265.91
5821799.79
5602400.36
5987404.97
6992738
6059981.23
6578608.75
7268990.24
5783296.32
7081625.07
6861059.77
9309214.53
9784249.47
7848935.5
7941936.1
9666074.67
8098890.95
8126584.91
7374468.78
8118105.04
7732966.97
9047404.74
9171681.52
7785557.59
8126526.44
6820422.11
7321822.82
8102620.95
5134624.38
6369775.48
6476199.82
4952056.56
5598704.05
6573554.11
5806176.11
5270757.49
3228134.83
4198219.68
6804374.95
7844911.4
7465135.3
7169417.98
6919108.84
5578570.89
8692521.04
7949854.52
5767726.47
5533663.97
5630850.32
4662155.61
8364453.93
7135962.51
7788718.68
7356198.96
6102306.76
7833659.49
8065777.92
7237105.64
6304196.43
7877102.55
8437572.6
7402355.58
9301913.14
10609703.75
10874465.21
9490962.12
9665008.3
10689323.66
9106874.04
8753966.63
8388622.8
8653293.84
8398619.74
9213997.27
7335447.88
7830645.95
7813421.35
4470934.3
5336405.16
5257449.83
3709164.24
5509310.03
4153289.02
3787129.62
4982546.92
5792322.82
5531001.66
5513324.31
3742082.01
3504875.24
5340814.16
7989367.63
6667668.31
5556848.8
5395260.04
5714896.79
4589028.98
4408204.41
3202676.2
4299860.25
5082048.09
4974552.09
5524359.29
5310744.79
4051781.84
3944066.09
4251369.32
5543845.61
5474595.13
5244366.92
4998517.45
5072036.76
5339622.24
3676655.53
4347234.35
4840381.19
5369280.8
5234486.95
5527905.45
6093415.27
4758731.87
4256783.83
4149666
4760015.75
6705742.45
5110249.23
5651939.22
4973496.93
4577382.67
4598376.61
4109211.36
4243928.78
5028210.33
5251921.39
3289462.83
4349500.85
3526154.34
4234780.37
4285814.99
4212159.48
2358863.74
2121504.56
4140343.8
5335988.44
4588298.38
4706404.8
5042479.7
3949708.96
3557285.54
1909812.31
3647347.41
3622375.91
2254399.89
814599.45
758336.81
1224705.15
1017306.06
602431.92
807552.95
937141.1
2497157.98
1230234.3
1521374.27
2084574.28
1508104.55
1998232.82
1988599.98
2311694.91
2557915.59
2962612.84
2611298.7
2739195.97
3187899.35
3073639.08
2896960.75
3113985.56
4051142.71
2339329.04
2720282.87
2625832.1
2866593.4
2685299.86
2340919.38
2315452.96
2302487.8
1701659.33
2100093.5
1734125.15
2185701.42
2388324.27
2264776.73
2136618.05
1345607.85
1124180.64
1864515.05
2546407.96
2192443.39
2186439.9
2077838.32
2006857.95
1057593.68
1579661.95
1723452.11
1747996.03
1708824.59
1474722.7
1007786.47
1399360.67
1554750.26
1430731.34
2231136.5
2167442.71
2760463.25
3466117.27
2483485.26
2428117.41
3200752.62
3530608.59
3490367.59
3936889.61
4002072.67
4656887.61
3797160.95
3724710.32
3845535.55
3254704.36
3429723
3309784.92
3006433.63
2384920.02
2979751.31
2885811.39
3195228.37
2953998.48
2199743.82
4126853.97
8230064.23
9529353.35
8213129.19
5572477.25
6512809.08
7348595.7
7136987.55
6678603.57
5600153.45
4602633.05
12141826.19
13931641.05
18854703.75
8763343.2
7003625.64
6156838.32
5753298.32
5312829.12
3146293.82
5763725.17
7139383.38
7486163.58
4628355.17
5021895.08
3860866.34
3721853.82
4755903.37
6440922.4
6373327.18
7819800.05
5129461.82
6016387.34
4671088.37
3395096.96
5762109.54
5421948.92
7538027.4
8594029.26
4861508.78
4768027.78
5354651.68
4749022.09
4735856.52
4357104.34
4743957.45
4957669.91
5914634.12
5420316.9
4931433.85
4718798.27
3398910.48
4162764.43
4309946.14
3656305.43
5421028.99
3566714.52
3517729.74
3939074.62
3381347.43
4241077.92
4155442.57
3247632.12
5120361.74
5638474.13
4952986.38
5496321.77
5137287.12
4882116.35
4274150.32
2160821.83
4523486.03
5011114.68
4626636.03
3928307.85
4126247.15
3402998.7
4280638.35
3342064.73
4438065.85
3993565.6
4384736.77
4529805.34
4163859.35
4326799.55
3635187.35
4472537.58
4600083.78
4974541.14
5494477.22
5338241.61
4816763.97
4974917.92
6255620.53
6933867.62
6663931.03
5642812.07
6086103.11
4981329.4
6099669.91
6427042.57
6112624.28
7397728.35
5374032.99
6238543.06
5677255.88
4389864.17
5125197.15
4191834.7
4192316
5182434.83
5313377.17
6039060.35
5723999.05
4009801.34
6212736.89
9967974.35
9824583.3
9848307.45
9252429.42
8233874.86
3980523.82
7251136.52
6758982.79
7397710.92
6604932.53
6299118.1
5183456.48
7149195.91
6822287.38
6187124.99
5497180.77
5989212.96
6803308.47
6138712.37
6232061.45
5117126.41
6847154.99
6262566.87
6475770.08
6399891.66
6872283.69
6402500.99
6131664.53
6163389.06
6247762.17
6112451.68
2891246.24
2831944.51
3082484.34
3448103.53
3062336.76
2860991.74
3115457.43
3468275.32
3325174.71
3057484.28
2923874.11
3558613.01
3379705.84
3057662.77
2507940.59
3696669.76
3552450.97
3454163.71
3363126.57
2053321.86
850025.22
