"instance";"dataset";"ts";"model";"preprocess";"augment";"window_size";"test_size";"strategy";"true";"pred";"mse";"smape";"r2"
"knn";"gdp";"usa";"knn";"diff";"none";6;1;"sa";21521400;21306749,2222222;46074956400,6042;1,00238175908101;-Inf
"knn";"gdp";"usa";"knn";"diff";"none";6;2;"sa";21323000;21877884,8888889;176986098158,921;1,7856203311965;-16,9852223187639
"knn";"gdp";"usa";"knn";"diff";"none";6;3;"sa";23594000;22409603;585589483308,944;2,90679650787486;0,444791192252549
"knn";"gdp";"usa";"knn";"diff";"none";6;4;"sa";25744100;22924931,6666667;2426119635399,06;5,07636245624374;0,246147600568043
"knn";"gdp";"usa";"knn";"diff";"none";6;5;"sa";27149488,929809;23515756,5555556;4581697901858,76;6,92990651917757;0,130493451983554
"arima";"pest";"brazil";"arima";"none";"none";0;1;"ro";549280;532017,930370343;297979047,899133;3,19284244329312;-Inf
"arima";"pest";"brazil";"arima";"none";"none";0;2;"ro";620538;567071,432857116;1578326424,97184;6,0984541007772;-0,243339014113897
"arima";"pest";"brazil";"arima";"none";"none";0;3;"ro";685746;640173,107586176;1744513790,96855;6,35702232914106;0,438315682024762
"arima";"pest";"brazil";"arima";"none";"none";0;4;"ro";719507;706900,204;1348118169,57282;5,20967407754816;0,682163110651796
"arima";"pest";"brazil";"arima";"none";"none";0;5;"ro";800652,17;741067,87483871;1788552181,63181;5,71365663817341;0,756037816320809
"arima";"pest";"brazil";"arima";"none";"none";0;1;"sa";549280;532017,930370343;297979047,899133;3,19284244329312;-Inf
"arima";"pest";"brazil";"arima";"none";"none";0;2;"sa";620538;549192,860740686;2694053971,91505;7,69569941065988;-1,12226213564805
"arima";"pest";"brazil";"arima";"none";"none";0;3;"sa";685746;566367,791111029;6546421567,123;11,4865557248789;-1,10776340785841
"arima";"pest";"brazil";"arima";"none";"none";0;4;"sa";719507;583542,721481371;9531387433,61506;13,8320729879776;-1,24715206830327
"arima";"pest";"brazil";"arima";"none";"none";0;5;"sa";800652,17;600717,651851714;15619872256,3295;16,7724893790529;-1,13058259276923
"knn";"pest";"brazil";"knn";"diff";"none";6;1;"ro";549280;526093,834285714;537598280,530317;4,31220566747124;-Inf
"knn";"pest";"brazil";"knn";"diff";"none";6;2;"ro";620538;563998,621428571;1867149804,88682;6,92922487560556;-0,470861895790884
"knn";"pest";"brazil";"knn";"diff";"none";6;3;"ro";685746;639685,338571429;1951961380,33704;6,93624661078601;0,37152339964025
"knn";"pest";"brazil";"knn";"diff";"none";6;4;"ro";719507;704523,22;1520099451,02488;5,72828966392925;0,641616223326509
"knn";"pest";"brazil";"knn";"diff";"none";6;5;"ro";800652,17;745842,131428571;1816907626,4602;6,00029071691006;0,752170075524329
"knn";"pest";"brazil";"knn";"diff";"none";6;1;"sa";549280;526093,834285714;537598280,530317;4,31220566747124;-Inf
"knn";"pest";"brazil";"knn";"diff";"none";6;2;"sa";620538;535739,86;3864161413,99496;9,48981931603513;-2,0440234458719
"knn";"pest";"brazil";"knn";"diff";"none";6;3;"sa";685746;543285,65;9341091383,3708;14,0540580828755;-2,00756839526044
"knn";"pest";"brazil";"knn";"diff";"none";6;4;"sa";719507;550482,118571429;14148171173,0138;17,1951234698452;-2,33562058363292
"knn";"pest";"brazil";"knn";"diff";"none";6;5;"sa";800652,17;560128,144285714;22888898327,5723;20,8262782365642;-2,12209264865332
"arima";"pest";"canada";"arima";"none";"none";0;1;"ro";87632;100849,777777769;174709649,382494;14,0255232453865;-Inf
"arima";"pest";"canada";"arima";"none";"none";0;2;"ro";78893;89705,7142857143;145812219,803492;13,4260455741892;-6,6371344129986
"arima";"pest";"canada";"arima";"none";"none";0;3;"ro";92960;80593,8620689561;148181935,645529;13,7008604026401;-3,40670558855423
"arima";"pest";"canada";"arima";"none";"none";0;4;"ro";97692;95073,0666666667;112851154,685258;10,9549523410148;-1,31597621320793
"arima";"pest";"canada";"arima";"none";"none";0;5;"ro";97692;99889,5483870968;91246767,5309325;9,20885126760322;-0,81530140952762
"arima";"pest";"canada";"arima";"none";"none";0;1;"sa";87632;100849,777777769;174709649,382494;14,0255232453865;-Inf
"arima";"pest";"canada";"arima";"none";"none";0;2;"sa";78893;103395,555555539;387542439,067378;20,4543929312882;-19,2981183736701
"arima";"pest";"canada";"arima";"none";"none";0;3;"sa";92960;105941,333333308;314533297,748404;17,9872746282515;-8,35374230965586
"arima";"pest";"canada";"arima";"none";"none";0;4;"sa";97692;108487,111111077;265033579,28643;16,1083523848708;-4,43912436731952
"arima";"pest";"canada";"arima";"none";"none";0;5;"sa";97692;111032,888888847;247622726,698056;15,4433274444913;-3,92631023508499
"knn";"pest";"canada";"knn";"diff";"none";6;1;"ro";87632;99996,3133333333;152876244,204845;13,1795816033024;-Inf
"knn";"pest";"canada";"knn";"diff";"none";6;2;"ro";78893;88772,08;125236232,925622;12,4819419878135;-5,55943613998581
"knn";"pest";"canada";"knn";"diff";"none";6;3;"ro";92960;83181,3433333333;115364864,018596;12,0223589975985;-2,43077574725207
"knn";"pest";"canada";"knn";"diff";"none";6;4;"ro";97692;97681,2944444444;86523676,6661772;9,01950901761977;-0,775673253827482
"knn";"pest";"canada";"knn";"diff";"none";6;5;"ro";97692;99533,66;69897283,6440617;7,58912047803926;-0,390565835422099
"knn";"pest";"canada";"knn";"diff";"none";6;1;"sa";87632;99996,3133333333;152876244,204845;13,1795816033024;-Inf
"knn";"pest";"canada";"knn";"diff";"none";6;2;"sa";78893;101679,025555556;336039602,411638;19,2085923493722;-16,6005798085164
"knn";"pest";"canada";"knn";"diff";"none";6;3;"sa";92960;104370,616666667;267427125,845629;16,6607193672241;-6,95287633989337
"knn";"pest";"canada";"knn";"diff";"none";6;4;"sa";97692;107874,191111111;226489598,340019;14,9721605728955;-3,64810948330532
"knn";"pest";"canada";"knn";"diff";"none";6;5;"sa";97692;110967,24;216438078,083535;14,52259347364;-3,305909774692
"arima";"pest";"china";"arima";"none";"none";0;1;"ro";294682,45;311911,042813252;296824410,324837;5,68044102594948;-Inf
"arima";"pest";"china";"arima";"none";"none";0;2;"ro";273569,51;270649,582233604;152675194,242903;3,37675585472684;-0,370033054868799
"arima";"pest";"china";"arima";"none";"none";0;3;"ro";258757,94;251703,087254131;118373778,583901;3,17254064761058;0,455254403597479
"arima";"pest";"china";"arima";"none";"none";0;4;"ro";244869,49;241699,832358688;91292016,3287078;2,70512039370367;0,732164664087283
"arima";"pest";"china";"arima";"none";"none";0;5;"ro";235760,35;230007,19405696;79653373,7239546;2,65817590607647;0,818422105911937
"arima";"pest";"china";"arima";"none";"none";0;1;"sa";294682,45;311911,042813252;296824410,324837;5,68044102594948;-Inf
"arima";"pest";"china";"arima";"none";"none";0;2;"sa";273569,51;300569,325626504;512907227,09502;7,5428836932213;-3,60258039091338
"arima";"pest";"china";"arima";"none";"none";0;3;"sa";258757,94;289227,608439756;651405049,672898;8,73545920066314;-1,99770807799437
"arima";"pest";"china";"arima";"none";"none";0;4;"sa";244869,49;277885,891253008;761074475,179578;9,70951514479173;-1,23286379151006
"arima";"pest";"china";"arima";"none";"none";0;5;"sa";235760,35;266544,17406626;798388344,972149;10,2190193870288;-0,820006706142811
"knn";"pest";"china";"knn";"diff";"none";6;1;"ro";294682,45;319905,442;636199325,432065;8,20809922496814;-Inf
"knn";"pest";"china";"knn";"diff";"none";6;2;"ro";273569,51;290926,632;468734504,777475;7,17884866044639;-3,20619583087611
"knn";"pest";"china";"knn";"diff";"none";6;3;"ro";258757,94;272386,52;374402400,79045;6,49649211587939;-0,722966534928773
"knn";"pest";"china";"knn";"diff";"none";6;4;"ro";244869,49;256225,136;313039474,612167;6,00545308051039;0,0815951250895459
"knn";"pest";"china";"knn";"diff";"none";6;5;"ro";235760,35;244577,616;265980415,632685;5,53861764506167;0,393670832994155
"knn";"pest";"china";"knn";"diff";"none";6;1;"sa";294682,45;319905,442;636199325,432065;8,20809922496814;-Inf
"knn";"pest";"china";"knn";"diff";"none";6;2;"sa";273569,51;316558,124;1242110129,53653;11,3886794998552;-10,14609314035
"knn";"pest";"china";"knn";"diff";"none";6;3;"sa";258757,94;313210,806;1816444958,22901;13,93928766885;-7,35911807446002
"knn";"pest";"china";"knn";"diff";"none";6;4;"sa";244869,49;312918,932;2520015357,7996;16,5543989266578;-6,3932988557425
"knn";"pest";"china";"knn";"diff";"none";6;5;"sa";235760,35;309571,614;3105632824,89522;18,6575618802551;-6,07960305748667
"arima";"pest";"france";"arima";"none";"none";0;1;"ro";83983,13;70458,87;182905608,5476;17,5137074111964;-Inf
"arima";"pest";"france";"arima";"none";"none";0;2;"ro";54303,71;83983,13;531886790,042;30,2190694883871;-1,41528495633364
"arima";"pest";"france";"arima";"none";"none";0;3;"ro";64789,22;54303,71;391239833,348034;26,0156978657794;-1,59057276386208
"arima";"pest";"france";"arima";"none";"none";0;4;"ro";69697,52;64789,22;299452727,233525;21,3366001443356;-1,6262606580256
"arima";"pest";"france";"arima";"none";"none";0;5;"ro";67874,94;69697,52;240226541,3581;17,5992059451004;-1,63307548617079
"arima";"pest";"france";"arima";"none";"none";0;1;"sa";83983,13;70458,87;182905608,5476;17,5137074111964;-Inf
"arima";"pest";"france";"arima";"none";"none";0;2;"sa";54303,71;70458,87;221947401,5866;21,7055759907578;-0,00785774376371906
"arima";"pest";"france";"arima";"none";"none";0;3;"sa";64789,22;70458,87;158679911,4319;17,2650753396953;-0,0506901948346641
"arima";"pest";"france";"arima";"none";"none";0;4;"sa";69697,52;70458,87;119154847,02955;13,220413814292;-0,0450119785442089
"arima";"pest";"france";"arima";"none";"none";0;5;"sa";67874,94;70458,87;96659216,47262;11,3234889588172;-0,0594625055486186
"knn";"pest";"france";"knn";"diff";"none";6;1;"ro";83983,13;68622,34;235953869,4241;20,1313753694412;-Inf
"knn";"pest";"france";"knn";"diff";"none";6;2;"ro";54303,71;82700,2033333333;521157351,527073;30,792463031819;-1,36656283741626
"knn";"pest";"france";"knn";"diff";"none";6;3;"ro";64789,22;54066,9455555556;385760624,105377;26,5424543820055;-1,55429248506209
"knn";"pest";"france";"knn";"diff";"none";6;4;"ro";69697,52;62392,8222222222;302660120,485201;22,6718793407569;-1,65439014206641
"knn";"pest";"france";"knn";"diff";"none";6;5;"ro";67874,94;69267,6977777778;242516051,233673;18,5437251408907;-1,65817034993828
"knn";"pest";"france";"knn";"diff";"none";6;1;"sa";83983,13;68622,34;235953869,4241;20,1313753694412;-Inf
"knn";"pest";"france";"knn";"diff";"none";6;2;"sa";54303,71;71476,2933333333;265425743,882189;23,7185600636661;-0,205291836955935
"knn";"pest";"france";"knn";"diff";"none";6;3;"sa";64789,22;71916,9311111111;193885251,149278;19,2883013927583;-0,283800390782482
"knn";"pest";"france";"knn";"diff";"none";6;4;"sa";69697,52;72000,1933333333;146739514,48197;15,278756211487;-0,286935061243383
"knn";"pest";"france";"knn";"diff";"none";6;5;"sa";67874,94;71656,3688888889;120251452,473921;13,3070423566408;-0,3180523263394
"arima";"pest";"germany";"arima";"none";"none";0;1;"ro";44960,61;48832,4681546696;14991285,5698818;8,25617035040633;-Inf
"arima";"pest";"germany";"arima";"none";"none";0;2;"ro";45180,98;47628,7987247117;10491551,0394655;6,76554294996236;-863,161165628783
"arima";"pest";"germany";"arima";"none";"none";0;3;"ro";47973,6;46515,4346482446;7703116,09066364;5,53916942363642;-3,09609536134897
"arima";"pest";"germany";"arima";"none";"none";0;4;"ro";48712,16;47981,9841635335;5910626,25603763;4,53194690030767;-1,14862382196403
"arima";"pest";"germany";"arima";"none";"none";0;5;"ro";48169,07;48952,9273258751;4851387,46629573;3,948391624757;-0,907883435149504
"arima";"pest";"germany";"arima";"none";"none";0;1;"sa";44960,61;48832,4681546696;14991285,5698818;8,25617035040633;-Inf
"arima";"pest";"germany";"arima";"none";"none";0;2;"sa";45180,98;49517,7067905247;16899242,4127681;8,70758562816891;-1390,94566815976
"arima";"pest";"germany";"arima";"none";"none";0;3;"sa";47973,6;50202,9454263797;12922821,9518855;7,31889145168736;-5,87164913908191
"arima";"pest";"germany";"arima";"none";"none";0;4;"sa";48712,16;50888,1840622348;10875886,6437703;6,58154637255867;-2,95358936862487
"arima";"pest";"germany";"arima";"none";"none";0;5;"sa";48169,07;51573,4226980898;11018632,7736146;6,63049381301373;-3,33324839395403
"knn";"pest";"germany";"knn";"diff";"none";6;1;"ro";44960,61;48315,41;11254683,04;7,1932743270993;-Inf
"knn";"pest";"germany";"knn";"diff";"none";6;2;"ro";45180,98;47323,51;7922558,92045001;5,91277338569411;-651,560114868161
"knn";"pest";"germany";"knn";"diff";"none";6;3;"ro";47973,6;47595,944;5329247,298412;4,20529128851706;-1,83380191620951
"knn";"pest";"germany";"knn";"diff";"none";6;4;"ro";48712,16;48773,14;3997865,113909;3,185244976795;-0,453299168082123
"knn";"pest";"germany";"knn";"diff";"none";6;5;"ro";48169,07;49031,694;3347116,1242024;2,90318249162434;-0,316305377225111
"knn";"pest";"germany";"knn";"diff";"none";6;1;"sa";44960,61;48315,41;11254683,04;7,1932743270993;-Inf
"knn";"pest";"germany";"knn";"diff";"none";6;2;"sa";45180,98;49923,092;16871154,630272;8,58287161205991;-1388,63215219149
"knn";"pest";"germany";"knn";"diff";"none";6;3;"sa";47973,6;50794,904;13900688,5069867;7,62623537794481;-6,39162503107488
"knn";"pest";"germany";"knn";"diff";"none";6;4;"sa";48712,16;51183,288;11952134,778336;6,95653369235538;-3,34482580958746
"knn";"pest";"germany";"knn";"diff";"none";6;5;"sa";48169,07;52207,602;12823655,9656736;7,17457777994078;-4,04310178581671
"arima";"pest";"india";"arima";"none";"none";0;1;"ro";40093,69;40100,205064974;42,4460716159495;0,0162482816647337;-Inf
"arima";"pest";"india";"arima";"none";"none";0;2;"ro";40093,69;40089,2778070605;30,9567590755195;0,0136267968952911;-Inf
"arima";"pest";"india";"arima";"none";"none";0;3;"ro";40093,69;40096,6615854332;23,581279379258;0,0115549742984954;-Inf
"arima";"pest";"india";"arima";"none";"none";0;4;"ro";40093,69;40091,6976139813;18,6783600463621;0,00990859300335095;-Inf
"arima";"pest";"india";"arima";"none";"none";0;5;"ro";40093,69;40095,0209674604;15,2969829132042;0,00859079202615444;-Inf
"arima";"pest";"india";"arima";"none";"none";0;1;"sa";40093,69;40100,205064974;42,4460716159495;0,0162482816647337;-Inf
"arima";"pest";"india";"arima";"none";"none";0;2;"sa";40093,69;40100,205064974;42,4460716159495;0,0162482816647337;-Inf
"arima";"pest";"india";"arima";"none";"none";0;3;"sa";40093,69;40100,205064974;42,4460716159495;0,0162482816647337;-Inf
"arima";"pest";"india";"arima";"none";"none";0;4;"sa";40093,69;40100,205064974;42,4460716159495;0,0162482816647337;-Inf
"arima";"pest";"india";"arima";"none";"none";0;5;"sa";40093,69;40100,205064974;42,4460716159495;0,0162482816647337;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;1;"ro";40093,69;38687,33;1977848,4496;3,57030157771504;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;2;"ro";40093,69;38687,33;1977848,4496;3,57030157771504;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;3;"ro";40093,69;38687,33;1977848,4496;3,57030157771504;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;4;"ro";40093,69;38687,33;1977848,4496;3,57030157771504;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;5;"ro";40093,69;38687,33;1977848,4496;3,57030157771504;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;1;"sa";40093,69;38687,33;1977848,4496;3,57030157771504;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;2;"sa";40093,69;37490,4671428571;4377308,84677551;5,14050444997869;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;3;"sa";40093,69;36084,1071428571;8277124,12728163;6,93597190294557;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;4;"sa";40093,69;34677,7471428571;13540952,3534204;8,82364454184438;-Inf
"knn";"pest";"india";"knn";"diff";"none";6;5;"sa";40093,69;33271,3871428571;20141525,1376523;10,7785616137331;-Inf
"arima";"pest";"italy";"arima";"none";"none";0;1;"ro";54038,54;55780,8884391821;3035778,08352024;3,1731151107693;-Inf
"arima";"pest";"italy";"arima";"none";"none";0;2;"ro";48405,28;53398,6107415926;13984564,9892268;6,49141011575198;-0,762744467262018
"arima";"pest";"italy";"arima";"none";"none";0;3;"ro";56372,59;49132,7042242294;26795025,3415531;8,90234448820084;-1,39575381125947
"arima";"pest";"italy";"arima";"none";"none";0;4;"ro";50177,3;51459,9670809591;20507577,7163089;7,30776071292635;-1,0887430832691
"arima";"pest";"italy";"arima";"none";"none";0;5;"ro";44424,42;49381,2878440991;21320169,9378199;7,95988286928129;-0,2080149334626
"arima";"pest";"italy";"arima";"none";"none";0;1;"sa";54038,54;55780,8884391821;3035778,08352024;3,1731151107693;-Inf
"arima";"pest";"italy";"arima";"none";"none";0;2;"sa";48405,28;54353,9485657607;19211217,8943947;7,37549607583474;-1,4215603473399
"arima";"pest";"italy";"arima";"none";"none";0;3;"sa";56372,59;52927,0086923393;16764822,1121635;7,01861004540836;-0,498949374308544
"arima";"pest";"italy";"arima";"none";"none";0;4;"sa";50177,3;51500,0688189179;13011045,9211979;5,91443110269948;-0,32520439761085
"arima";"pest";"italy";"arima";"none";"none";0;5;"sa";44424,42;50073,1289454964;16790419,2871447;7,12259481246178;0,0486437351519904
"knn";"pest";"italy";"knn";"diff";"none";6;1;"ro";54038,54;55047,797;1018599,69204898;1,85038205105373;-Inf
"knn";"pest";"italy";"knn";"diff";"none";6;2;"ro";48405,28;54179,637;17180899,227749;6,55404677631916;-1,16564012392461
"knn";"pest";"italy";"knn";"diff";"none";6;3;"ro";56372,59;49608,177;26706360,5633557;8,62448437968738;-1,3878262583804
"knn";"pest";"italy";"knn";"diff";"none";6;4;"ro";50177,3;55756,196;27810790,5672207;9,10157006574442;-1,83259179807137
"knn";"pest";"italy";"knn";"diff";"none";6;5;"ro";44424,42;50417,086;29431041,6112878;9,80870052400661;-0,667582288391003
"knn";"pest";"italy";"knn";"diff";"none";6;1;"sa";54038,54;55047,797;1018599,69204898;1,85038205105373;-Inf
"knn";"pest";"italy";"knn";"diff";"none";6;2;"sa";48405,28;55188,894;23518009,2965224;7,47344923163022;-1,9644283394155
"knn";"pest";"italy";"knn";"diff";"none";6;3;"sa";56372,59;53995,316;17562483,4213736;6,41826886578385;-0,570268587381687
"knn";"pest";"italy";"knn";"diff";"none";6;4;"sa";50177,3;53704,323;16281835,3766625;6,5113180795317;-0,658341686979644
"knn";"pest";"italy";"knn";"diff";"none";6;5;"sa";44424,42;52976,745;27653920,8824549;8,72126091413342;-0,566889452205497
"arima";"pest";"japan";"arima";"none";"none";0;1;"ro";52332;51226,7711111111;1221530,89683456;2,13449595245401;-Inf
"arima";"pest";"japan";"arima";"none";"none";0;2;"ro";51970;51350,2435714306;802814,463793819;1,66708824677467;-23,5051879916309
"arima";"pest";"japan";"arima";"none";"none";0;3;"ro";48889;51009,6144827586;2034211,57069109;2,52656993832806;0,147591554713995
"arima";"pest";"japan";"arima";"none";"none";0;4;"ro";48783;47857,9273333353;1739598,53767087;2,37354075568279;0,370871200843419
"arima";"pest";"japan";"arima";"none";"none";0;5;"ro";50320;47781,7683870975;2680202,7742842;2,93377077319858;-0,208992574299782
"arima";"pest";"japan";"arima";"none";"none";0;1;"sa";52332;51226,7711111111;1221530,89683456;2,13449595245401;-Inf
"arima";"pest";"japan";"arima";"none";"none";0;2;"sa";51970;50205,5422222222;2167421,07319752;2,79413656365455;-65,1585749274296
"arima";"pest";"japan";"arima";"none";"none";0;3;"sa";48889;49184,3133333333;1474017,37041317;2,06350095807069;0,382333247366404
"arima";"pest";"japan";"arima";"none";"none";0;4;"sa";48783;48163,0844444445;1201586,85181481;1,86734753047972;0,565444051144855
"arima";"pest";"japan";"arima";"none";"none";0;5;"sa";50320;47141,8555555556;2981389,90340244;2,79824245550537;-0,344852818185948
"knn";"pest";"japan";"knn";"diff";"none";6;1;"ro";52332;52248;7056;0,160642570281124;-Inf
"knn";"pest";"japan";"knn";"diff";"none";6;2;"ro";51970;51540,71;95672,9520500004;0,495051316458095;-1,92033063856416
"knn";"pest";"japan";"knn";"diff";"none";6;3;"ro";48889;52437,365;4260746,69244168;2,66464541178507;-0,785407435583421
"knn";"pest";"japan";"knn";"diff";"none";6;4;"ro";48783;46499,34;4499335,76823126;3,19684883451497;-0,627192508829957
"knn";"pest";"japan";"knn";"diff";"none";6;5;"ro";50320;48511,5675;4253554,23599626;3,2894041177737;-0,91870388876613
"knn";"pest";"japan";"knn";"diff";"none";6;1;"sa";52332;52248;7056;0,160642570281124;-Inf
"knn";"pest";"japan";"knn";"diff";"none";6;2;"sa";51970;51456,71;135261,31205;0,576605078756351;-3,12872964958336
"knn";"pest";"japan";"knn";"diff";"none";6;3;"sa";48889;49805,8475;370377,320785419;1,00371805337041;0,844798466035351
"knn";"pest";"japan";"knn";"diff";"none";6;4;"sa";48783;47416,1875;744827,093128127;1,46319604736772;0,730632002423744
"knn";"pest";"japan";"knn";"diff";"none";6;5;"sa";50320;45026,5275;6200031,89615376;3,39128690066442;-1,79672590252937
"arima";"pest";"uk";"arima";"none";"none";0;1;"ro";19300;19116;33856;0,957934194085798;-Inf
"arima";"pest";"uk";"arima";"none";"none";0;2;"ro";19605,67;19300;63645,0744499995;1,26463664083947;-1,72470291426822
"arima";"pest";"uk";"arima";"none";"none";0;3;"ro";15023,07;19605,67;7042504,30296666;9,6654353855613;-0,609274394120373
"arima";"pest";"uk";"arima";"none";"none";0;4;"ro";14794,06;15023,07;5294989,62225;7,63310075612278;-0,0220345281510084
"arima";"pest";"uk";"arima";"none";"none";0;5;"ro";16983,33;14794,06;5194572,32438;8,86223870837998;-0,251433163524919
"arima";"pest";"uk";"arima";"none";"none";0;1;"sa";19300;19116;33856;0,957934194085798;-Inf
"arima";"pest";"uk";"arima";"none";"none";0;2;"sa";19605,67;19116;136816,354449999;1,74355615014933;-4,85723126119259
"arima";"pest";"uk";"arima";"none";"none";0;3;"sa";15023,07;19116;5675236,23126667;9,15503137527137;-0,296841571500974
"arima";"pest";"uk";"arima";"none";"none";0;4;"sa";14794,06;19116;8926218,51435;13,2389251870389;-0,722931332887091
"arima";"pest";"uk";"arima";"none";"none";0;5;"sa";16983,33;19116;8050631,07726;12,9542532600407;-0,939491085744002
"knn";"pest";"uk";"knn";"diff";"none";6;1;"ro";19300;18532,41;589194,4081;4,05784352622527;-Inf
"knn";"pest";"uk";"knn";"diff";"none";6;2;"ro";19605,67;19305,2;339738,3145;2,80112243608654;-13,5445029895276
"knn";"pest";"uk";"knn";"diff";"none";6;3;"ro";15023,07;18984,08;5456358,9497;9,63246828686242;-0,246826180735569
"knn";"pest";"uk";"knn";"diff";"none";6;4;"ro";14794,06;14773,6533333333;4092373,32028611;7,25885957640663;0,210093478211747
"knn";"pest";"uk";"knn";"diff";"none";6;5;"ro";16983,33;14756,9433333333;4265258,17413111;8,61284379723084;-0,0275505271245793
"knn";"pest";"uk";"knn";"diff";"none";6;1;"sa";19300;18532,41;589194,4081;4,05784352622527;-Inf
"knn";"pest";"uk";"knn";"diff";"none";6;2;"sa";19605,67;18537,61;864973,285849998;4,82904802388517;-36,0302847955843
"knn";"pest";"uk";"knn";"diff";"none";6;3;"sa";15023,07;17916,02;3366368,75806667;9,07451597221975;0,230755025418813
"knn";"pest";"uk";"knn";"diff";"none";6;4;"sa";14794,06;18193,4566666667;5413750,99288611;11,9584371105024;-0,0449577499247784
"knn";"pest";"uk";"knn";"diff";"none";6;5;"sa";16983,33;15217,93;4954328,22630889;11,7597073552758;-0,193555553417103
"arima";"pest";"usa";"arima";"none";"none";0;1;"ro";457385,42;442393,29269575;224763881,106825;3,33240319930062;-Inf
"arima";"pest";"usa";"arima";"none";"none";0;2;"ro";495672,67;450525,469029182;1131516818,30311;6,43763361886137;-2,08754045475753
"arima";"pest";"usa";"arima";"none";"none";0;3;"ro";474707,49;489340,227083739;825716877,056015;5,3036515144423;-2,36949913790876
"arima";"pest";"usa";"arima";"none";"none";0;4;"ro";433770,9;468106,714838928;914024702,955306;5,88131259498031;-0,768199076695296
"arima";"pest";"usa";"arima";"none";"none";0;5;"ro";467676,6;430611,452448086;1005984794,97328;6,35552944953937;-1,42768578361978
"arima";"pest";"usa";"arima";"none";"none";0;1;"sa";457385,42;442393,29269575;224763881,106825;3,33240319930062;-Inf
"arima";"pest";"usa";"arima";"none";"none";0;2;"sa";495672,67;436579,368739078;1858391067,51045;8,00497038806174;-4,07094327621518
"arima";"pest";"usa";"arima";"none";"none";0;3;"sa";474707,49;431961,495445063;1848000728,50388;8,47972672194467;-6,54112824210343
"arima";"pest";"usa";"arima";"none";"none";0;4;"sa";433770,9;428293,619167612;1393500697,70712;6,67747896827623;-1,6957549824345
"arima";"pest";"usa";"arima";"none";"none";0;5;"sa";467676,6;425380,304849499;1472595874,85735;7,236433345526;-2,55373171470578
"knn";"pest";"usa";"knn";"diff";"none";6;1;"ro";457385,42;448837,706;73063414,6257956;1,88644799603138;-Inf
"knn";"pest";"usa";"knn";"diff";"none";6;2;"ro";495672,67;462472,678;587651441,712929;4,40825068413388;-0,603509174796215
"knn";"pest";"usa";"knn";"diff";"none";6;3;"ro";474707,49;496351,453;547921339,257075;4,42476919743073;-1,23590013910214
"knn";"pest";"usa";"knn";"diff";"none";6;4;"ro";433770,9;473468,422;804914317,677927;5,50639664074509;-0,557122853173619
"knn";"pest";"usa";"knn";"diff";"none";6;5;"ro";467676,6;438278,712;816778617,91445;5,70310133501328;-0,971085297693983
"knn";"pest";"usa";"knn";"diff";"none";6;1;"sa";457385,42;448837,706;73063414,6257956;1,88644799603138;-Inf
"knn";"pest";"usa";"knn";"diff";"none";6;2;"sa";495672,67;451143,554;1027952793,18362;5,64626085683487;-1,80494799829413
"knn";"pest";"usa";"knn";"diff";"none";6;3;"sa";474707,49;446894,737;943151605,268753;5,77608693928207;-2,84871450393612
"knn";"pest";"usa";"knn";"diff";"none";6;4;"sa";433770,9;442358,819;725801792,139205;4,82217065424597;-0,404078089547091
"knn";"pest";"usa";"knn";"diff";"none";6;5;"sa";467676,6;437822,9;758890114,449364;5,17650920079749;-0,831386270830514
